City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
351,Menongue,AO,-14.6585,17.691,61.52,94,54,2.8,broken clouds
352,Souillac,MU,-20.5167,57.5167,75.2,88,75,5.75,broken clouds
353,Chumikan,RU,54.7183,135.315,15.55,90,87,3.33,overcast clouds
354,Nampula,MZ,-15.1165,39.2666,73.4,94,20,3.44,few clouds
355,Tiksi,RU,71.6872,128.8694,6.42,97,100,3.58,overcast clouds
356,Muravlenko,RU,63.7898,74.523,-5.89,96,56,9.98,broken clouds
357,Nemuro,JP,43.3236,145.575,36.72,80,100,16.35,overcast clouds
358,Mehamn,NO,71.0357,27.8492,33.69,86,100,10.58,overcast clouds
359,La Ronge,CA,55.1001,-105.2842,28.4,50,95,5.75,overcast clouds
360,Sola,VU,-13.8833,167.55,82.87,74,30,15.17,scattered clouds
361,Khvorostyanka,RU,52.6096,48.9597,31.28,97,100,10.36,light snow
362,Ullapool,GB,57.8987,-5.1604,46.99,62,98,10.0,light rain
363,Luderitz,NA,-26.6481,15.1594,63.91,72,0,14.63,clear sky
364,Morondava,MG,-20.2833,44.2833,74.8,82,49,5.82,scattered clouds
365,Adrar,MR,20.5022,-10.0711,78.85,5,1,9.33,clear sky
366,Nawa,IN,27.0167,75.0,74.55,21,0,4.27,clear sky
367,Villa Maria,AR,-32.4075,-63.2402,57.99,91,16,1.99,few clouds
368,Mananjary,MG,-21.2167,48.3333,74.71,91,3,3.94,clear sky
369,Vostok,RU,46.4856,135.8833,35.6,98,84,3.83,broken clouds
370,Guider,CM,9.9342,13.9486,83.71,14,69,12.57,broken clouds
371,Nanortalik,GL,60.1432,-45.2371,14.61,60,99,15.17,overcast clouds
372,Saldanha,ZA,-33.0117,17.9442,57.2,77,0,3.44,clear sky
373,Sokoni,TZ,-6.4333,39.55,80.83,74,100,11.07,overcast clouds
374,Hami,CN,42.8,93.45,52.21,57,100,8.7,overcast clouds
375,Kuching,MY,1.55,110.3333,77.0,94,20,2.53,few clouds
376,Ibra,OM,22.6906,58.5334,73.42,47,19,1.03,few clouds
377,Chicama,PE,-7.8447,-79.1469,71.6,83,0,10.36,clear sky
378,Camacha,PT,33.0833,-16.3333,64.4,82,40,21.85,scattered clouds
379,Ahipara,NZ,-35.1667,173.1667,66.16,90,100,12.03,overcast clouds
380,Grindavik,IS,63.8424,-22.4338,32.0,100,90,26.46,light snow
381,Stubbekobing,DK,54.8887,12.041,39.99,100,17,17.49,few clouds
382,Karratha,AU,-20.7377,116.8463,81.84,67,98,7.76,overcast clouds
383,Anori,BR,-3.7728,-61.6442,75.02,96,100,1.3,overcast clouds
384,Irbit,RU,57.6705,63.071,24.42,85,17,9.08,few clouds
385,Caxito,AO,-8.5785,13.6643,78.8,89,20,5.75,few clouds
386,Rio Gallegos,AR,-51.6226,-69.2181,53.6,82,40,40.29,light rain
387,Sassandra,CI,4.95,-6.0833,77.05,90,13,4.85,light rain
388,Wanning,CN,18.8003,110.3967,73.26,95,85,6.29,overcast clouds
389,Costa Rica,BR,-23.4167,-54.65,79.27,60,100,5.61,overcast clouds
390,Kulhudhuffushi,MV,6.6221,73.07,83.43,72,94,10.94,overcast clouds
391,Dicabisagan,PH,17.0818,122.4157,77.97,84,41,3.65,scattered clouds
392,Yagodnoye,RU,62.55,149.6667,-2.99,84,18,2.53,few clouds
393,Los Llanos De Aridane,ES,28.6585,-17.9182,66.2,68,20,3.44,few clouds
394,Japura,ID,-0.3167,102.35,71.55,96,19,2.19,few clouds
395,Sioux Lookout,CA,50.1001,-91.917,35.6,32,75,13.8,broken clouds
396,Goderich,CA,43.7501,-81.7165,42.8,81,100,6.91,overcast clouds
397,Guerrero Negro,MX,27.9769,-114.0611,70.12,38,0,16.26,clear sky
398,Huaihua,CN,27.5494,109.9592,58.26,94,0,0.38,clear sky
399,Ipixuna,BR,-1.7625,-48.8043,75.2,94,0,4.61,clear sky
400,Saint-Francois,FR,46.4154,3.9054,35.6,80,0,3.44,clear sky
401,Jacarezinho,BR,-23.1606,-49.9694,75.31,74,33,2.01,scattered clouds
402,Maragogi,BR,-9.0122,-35.2225,76.6,86,94,5.44,overcast clouds
403,Nanning,CN,22.8167,108.3167,71.6,94,40,2.24,scattered clouds
404,Pangnirtung,CA,66.1451,-65.7125,-9.4,84,93,3.85,overcast clouds
405,Phonhong,LA,18.5007,102.4166,77.0,83,75,2.3,mist
406,Acajutla,SV,13.5928,-89.8275,93.2,27,20,4.61,few clouds
407,Hofn,IS,64.2539,-15.2082,32.88,96,100,26.33,snow
408,Abbeville,FR,50.1,1.8333,45.0,80,95,8.99,overcast clouds
409,Kichera,RU,55.9375,110.0997,11.91,83,14,4.88,few clouds
410,Neufchateau,FR,48.35,5.7,41.0,75,0,2.3,clear sky
411,Soderhamn,SE,61.3037,17.0592,42.01,94,93,1.01,overcast clouds
412,Ngunguru,NZ,-35.6167,174.5,68.0,87,99,10.0,overcast clouds
413,Kutum,SD,14.2,24.6667,65.46,19,3,16.96,clear sky
414,Thompson,CA,55.7435,-97.8558,23.0,50,75,11.5,broken clouds
415,Kommunisticheskiy,RU,61.6789,64.4819,13.05,97,80,4.76,broken clouds
416,Kholodnyy,RU,62.7167,147.95,-9.87,98,96,1.36,overcast clouds
417,Fortuna Foothills,US,32.6578,-114.4119,80.6,12,1,10.36,clear sky
418,Valparaiso,CL,-33.0393,-71.6273,68.0,34,0,11.5,clear sky
419,Nishihara,JP,26.1842,127.7558,75.2,88,75,14.97,broken clouds
420,Requena,ES,39.4883,-1.1004,51.01,84,91,4.41,overcast clouds
421,Honiara,SB,-9.4333,159.95,86.74,65,21,7.49,few clouds
422,Wad Madani,SD,14.4012,33.5199,81.66,14,2,20.69,clear sky
423,Krasnyy Chikoy,RU,50.3643,108.7512,15.12,96,87,4.41,overcast clouds
424,Labrea,BR,-7.2586,-64.7981,74.41,97,55,3.4,moderate rain
425,Yangambi,CD,0.8102,24.4336,69.42,83,43,1.63,scattered clouds
426,Pietersburg,ZA,-23.9045,29.4688,64.4,72,58,2.3,broken clouds
427,Igrim,RU,63.1906,64.4162,9.91,98,70,3.22,broken clouds
428,Nuuk,GL,64.1835,-51.7216,-0.4,78,75,23.02,broken clouds
429,Chumphon,TH,10.3333,98.8333,77.0,88,40,2.3,scattered clouds
430,Olafsvik,IS,64.8945,-23.7142,27.27,85,100,39.21,light snow
431,Daru,PG,-9.0763,143.2092,83.5,77,95,6.78,overcast clouds
432,Lakes Entrance,AU,-37.8811,147.981,60.01,87,84,1.01,broken clouds
433,Berlevag,NO,70.8578,29.0864,35.47,89,100,15.66,overcast clouds
434,Port Macquarie,AU,-31.4333,152.9167,75.0,61,4,1.01,clear sky
435,Laguna,US,38.421,-121.4238,77.0,25,1,3.44,clear sky
436,Batticaloa,LK,7.7102,81.6924,78.78,80,75,1.57,broken clouds
437,Cabedelo,BR,-6.9811,-34.8339,80.6,89,75,4.61,broken clouds
438,Kimbe,PG,-5.5502,150.1429,82.89,74,100,2.19,overcast clouds
439,Maine-Soroa,NE,13.2114,12.0241,74.08,19,0,14.54,clear sky
440,Stromness,GB,58.965,-3.296,42.8,87,20,33.38,few clouds
441,Zemio,CF,5.0314,25.1361,70.05,75,31,2.46,scattered clouds
442,Zonguldak,TR,41.25,31.8333,28.45,87,1,5.3,clear sky
443,Anloga,GH,5.7947,0.8973,82.4,78,20,9.22,few clouds
444,Chuzhou,CN,32.3219,118.2978,55.99,84,1,1.01,clear sky
445,Uaua,BR,-9.8414,-39.4817,79.95,31,18,9.66,few clouds
446,Port Keats,AU,-14.25,129.55,81.01,70,95,7.58,overcast clouds
447,Port Hedland,AU,-20.3167,118.5667,80.6,89,75,6.91,broken clouds
448,Narsaq,GL,60.9167,-46.05,10.4,48,75,1.14,broken clouds
449,Churapcha,RU,62.0025,132.4325,21.42,94,100,7.27,overcast clouds
450,Buin,CL,-33.7333,-70.75,84.2,23,0,10.36,clear sky
451,Ambunti,PG,-4.2365,142.8448,77.95,94,92,1.03,light rain
452,Plettenberg Bay,ZA,-34.0527,23.3716,59.14,76,68,3.94,broken clouds
453,Mantua,IT,45.1667,10.7833,50.0,93,88,1.14,overcast clouds
454,Raton,US,36.9034,-104.4391,53.01,24,90,11.5,overcast clouds
455,Khor,RU,47.8861,134.9464,35.78,97,100,6.15,overcast clouds
456,Namatanai,PG,-3.6667,152.4333,83.8,69,95,10.02,light rain
457,Sydney,AU,-33.8679,151.2073,72.0,73,20,8.05,few clouds
458,Puerto Colombia,CO,10.9878,-74.9547,82.4,69,0,12.66,clear sky
459,Hadejia,NG,12.4498,10.0444,73.8,17,1,9.42,clear sky
460,Stornoway,GB,58.2093,-6.3865,46.99,93,90,34.52,moderate rain
461,Lithgow,AU,-33.4833,150.15,57.99,100,4,4.18,clear sky
462,Grojec,PL,51.8625,20.8676,43.0,81,0,10.36,clear sky
463,Paita,PE,-5.0892,-81.1144,78.8,65,0,10.36,clear sky
464,Progreso,MX,21.2833,-89.6667,95.0,36,20,23.02,few clouds
465,Moose Factory,CA,51.2585,-80.6094,26.6,68,1,6.91,clear sky
466,Safranbolu,TR,41.2508,32.6942,27.64,97,44,1.59,scattered clouds
467,Seminole,US,28.7086,-81.2081,84.99,54,20,13.8,few clouds
468,Abrau-Dyurso,RU,44.69,37.59,46.4,87,98,8.95,overcast clouds
469,Baiyin,CN,36.5583,104.2081,48.0,32,12,6.71,few clouds
470,Monrovia,LR,6.3005,-10.7969,78.8,94,40,7.56,scattered clouds
471,Saint-Dizier,FR,48.4167,5.0833,39.2,81,0,2.3,clear sky
472,Karasuk,RU,53.7377,78.0403,32.72,93,100,12.01,overcast clouds
473,Ojinaga,MX,29.5667,-104.4167,80.6,8,1,5.75,clear sky
474,Hervey Bay,AU,-25.2986,152.8535,81.0,70,0,1.01,clear sky
475,Brownfield,US,33.1812,-102.2744,70.0,21,36,5.01,scattered clouds
476,Envira,BR,-7.3,-70.2167,73.78,96,100,2.64,overcast clouds
477,Hoa Binh,VN,20.8133,105.3383,73.4,94,75,4.61,mist
478,Reconquista,AR,-29.15,-59.65,60.17,80,76,4.54,broken clouds
479,Bambanglipuro,ID,-7.95,110.2833,76.35,88,77,3.27,broken clouds
480,Yulara,AU,-25.2406,130.9889,75.2,64,100,9.22,overcast clouds
481,Vuktyl,RU,63.8567,57.3094,9.99,98,57,3.09,broken clouds
482,Zhangjiakou,CN,40.81,114.8794,37.9,40,19,17.96,few clouds
483,Smithers,CA,54.7804,-127.1743,39.2,87,90,12.66,light rain
484,Vila Franca Do Campo,PT,37.7167,-25.4333,51.8,82,20,5.75,few clouds
485,Nevelsk,RU,46.6733,141.8633,37.4,93,90,4.47,light intensity drizzle
486,San Joaquin,US,37.9333,-121.3011,79.0,25,1,4.61,clear sky
487,Qaqortoq,GL,60.7167,-46.0333,10.4,48,75,1.14,broken clouds
488,Hargeysa,SO,9.56,44.065,60.13,75,77,5.82,broken clouds
489,Douentza,ML,14.9951,-2.9517,80.6,11,1,6.6,clear sky
490,Palembang,ID,-2.9167,104.7458,75.2,94,20,2.3,light rain
491,Wenling,CN,28.3669,121.36,64.0,98,95,7.09,light rain
492,Pa Sang,TH,18.5262,98.9394,81.0,73,20,2.3,few clouds
493,Tilichiki,RU,60.4667,166.1,9.01,88,100,13.35,overcast clouds
494,Blagoyevo,RU,63.3667,47.9167,11.97,97,51,2.66,broken clouds
495,Codrington,AU,-38.2667,141.9667,60.76,69,67,8.3,broken clouds
496,Hunchun,CN,42.8675,130.3581,42.13,95,100,5.06,moderate rain
497,Zhuanghe,CN,39.7008,122.9911,48.0,90,45,1.01,scattered clouds
498,Pacific Grove,US,36.6177,-121.9166,71.6,40,1,8.05,clear sky
499,Margate,GB,51.3813,1.3862,46.99,77,100,5.99,overcast clouds
500,Gat,IL,31.61,34.7642,55.0,100,8,1.01,clear sky
501,Sandnessjoen,NO,66.0217,12.6316,39.2,87,90,23.02,overcast clouds
502,Chokurdakh,RU,70.6333,147.9167,-0.24,88,100,6.08,overcast clouds
503,Airai,TL,-8.9266,125.4092,62.78,89,100,2.51,overcast clouds
504,Camana,PE,-16.6228,-72.7111,72.14,77,32,5.46,scattered clouds
505,Baykit,RU,61.67,96.37,14.99,98,99,0.92,overcast clouds
506,Tabou,CI,4.423,-7.3528,77.92,87,12,4.07,light rain
507,Kinkala,CG,-4.3614,14.7644,75.2,83,40,8.05,scattered clouds
508,Kruisfontein,ZA,-34.0033,24.7314,57.99,77,4,7.81,clear sky
509,Umm Kaddadah,SD,13.6017,26.6876,71.15,17,97,22.57,overcast clouds
510,Nalvo,PH,16.8096,120.5108,76.08,78,55,1.32,broken clouds
511,Ravar,IR,31.2656,56.8055,75.04,16,17,22.28,few clouds
512,Inuvik,CA,68.3499,-133.7218,-5.8,59,98,9.22,overcast clouds
513,Dingle,PH,10.9995,122.6711,77.41,87,95,6.87,overcast clouds
514,Turinsk,RU,58.0458,63.696,23.83,85,10,8.97,clear sky
515,Kalabo,ZM,-14.97,22.6814,64.54,95,57,4.72,light rain
516,Henties Bay,NA,-22.116,14.2845,62.01,93,3,1.99,clear sky
517,Omsukchan,RU,62.5333,155.8,1.62,80,51,3.22,broken clouds
518,Manoel Urbano,BR,-8.8389,-69.2597,76.77,88,81,1.48,broken clouds
519,Sawakin,SD,19.1059,37.3321,71.91,64,12,10.45,few clouds
520,Dolores,AR,-36.3132,-57.6792,63.3,97,100,15.1,moderate rain
521,Kenora,CA,49.8167,-94.4337,33.8,37,75,10.36,broken clouds
522,Luena,AO,-11.7833,19.9167,61.07,93,34,2.57,scattered clouds
523,Wabana,CA,47.6332,-52.9481,27.0,93,90,27.63,snow
524,Samarai,PG,-10.6167,150.6667,84.29,75,63,14.81,broken clouds
525,Eyl,SO,7.9803,49.8164,77.77,81,83,11.5,broken clouds
526,Kingisepp,RU,59.3733,28.6134,36.91,90,31,8.48,scattered clouds
527,Vanimo,PG,-2.6741,141.3028,80.15,84,100,4.43,overcast clouds
528,Benghazi,LY,32.1167,20.0667,57.16,60,4,5.68,clear sky
529,Barentu,ER,15.1139,37.5928,71.11,56,56,5.01,broken clouds
530,Moree,AU,-29.4667,149.85,73.4,64,40,5.75,scattered clouds
531,Tevaitoa,PF,-16.7833,-151.5,82.22,74,53,21.79,light rain
532,Otradnoye,RU,59.7775,30.8181,39.99,70,0,4.47,clear sky
533,Singkang,MY,2.1006,102.7994,73.0,100,20,1.14,mist
534,Barra Do Bugres,BR,-15.0725,-57.1811,79.3,64,25,2.17,scattered clouds
535,Uyuni,BO,-20.4597,-66.825,58.46,37,34,7.07,scattered clouds
536,Karpathos,GR,35.507,27.2132,51.8,54,1,8.05,clear sky
537,Fugen,AT,47.35,11.85,42.01,70,100,0.31,overcast clouds
538,Beihai,CN,21.4833,109.1,73.35,88,58,6.33,broken clouds
539,Dawei,MM,14.0833,98.2,75.7,91,84,2.98,light rain
540,Alofi,NU,-19.0595,-169.9187,84.2,79,16,14.97,light rain
541,Xinzhou,CN,38.4092,112.7333,46.78,30,47,11.07,scattered clouds
542,Oriximina,BR,-1.7656,-55.8661,76.96,85,53,3.8,broken clouds
543,Batemans Bay,AU,-35.7167,150.1833,68.0,70,73,1.01,broken clouds
544,Fairbanks,US,64.8378,-147.7164,27.0,86,90,5.75,light snow
545,Poronaysk,RU,49.2167,143.1167,28.47,94,99,4.03,overcast clouds
546,Urusha,RU,54.05,122.9,27.12,95,100,7.92,light snow
547,Puerto Del Rosario,ES,28.5004,-13.8627,66.2,77,0,4.61,clear sky
548,Lasa,IT,46.6166,10.7002,48.0,75,0,5.75,clear sky
549,Tobol,KZ,52.6844,62.5794,16.23,96,77,7.92,broken clouds
550,San Nicolas,PH,18.1725,120.5953,77.0,94,20,2.3,few clouds
551,Turukhansk,RU,65.8167,87.9833,-2.06,99,100,4.9,overcast clouds
552,Mangrol,IN,21.1167,70.1167,78.12,56,28,10.74,scattered clouds
553,Cherskiy,RU,68.75,161.3,-2.54,84,33,5.57,scattered clouds
554,Eirunepe,BR,-6.6603,-69.8736,75.72,93,92,1.5,overcast clouds
555,Flinders,AU,-34.5833,150.8552,70.0,72,11,3.0,few clouds
556,Necochea,AR,-38.5473,-58.7368,61.0,84,56,5.99,broken clouds
557,Ouesso,CG,1.6136,16.0517,72.82,74,52,0.45,broken clouds
558,Canavieiras,BR,-15.675,-38.9472,75.96,81,0,5.77,clear sky
559,Muzhi,RU,65.3667,64.6667,19.99,85,79,8.21,broken clouds
560,Hatillo,PR,18.4863,-66.8254,78.01,78,75,18.41,broken clouds
561,Katsuura,JP,35.1333,140.3,64.4,68,75,16.11,broken clouds
562,Sheltozero,RU,61.3667,35.3667,33.1,90,100,5.12,overcast clouds
563,Snasa,NO,64.2457,12.3778,27.66,96,72,3.58,broken clouds
564,Rudsar,IR,37.1376,50.288,48.47,88,100,11.45,overcast clouds
565,Srandakan,ID,-7.9386,110.2506,76.46,88,76,3.38,broken clouds
566,Deputatskiy,RU,69.3,139.9,1.42,95,98,1.34,overcast clouds
567,Tornio,FI,65.8481,24.1466,37.4,87,90,14.97,overcast clouds
568,Witbank,ZA,-25.8713,29.2332,55.02,68,8,8.84,clear sky
569,Dunedin,NZ,-45.8742,170.5036,63.0,80,94,10.0,overcast clouds
570,Kudamatsu,JP,34.0,131.8667,59.0,88,90,8.05,heavy intensity rain
571,Ancud,CL,-41.8697,-73.8203,57.99,76,0,4.61,clear sky
572,Mabaruma,GY,8.2,-59.7833,71.78,94,99,2.93,overcast clouds
573,Eureka,US,40.8021,-124.1637,66.0,63,8,3.0,clear sky
574,Abha,SA,18.2164,42.5053,60.8,54,0,1.5,clear sky
575,Chapais,CA,49.7834,-74.8492,37.4,41,75,3.44,broken clouds
576,Frontera,MX,26.9333,-101.45,100.0,10,42,9.71,scattered clouds
577,Halvad,IN,23.0167,71.1833,79.93,23,0,8.68,clear sky
578,Klaksvik,FO,62.2266,-6.589,41.0,100,75,27.63,mist
579,Ishigaki,JP,24.3448,124.1572,75.2,100,75,13.8,broken clouds
580,Taitung,TW,22.7583,121.1444,71.6,83,20,4.61,few clouds
581,Cockburn Town,TC,21.4612,-71.1419,77.0,73,40,13.8,scattered clouds
582,Lebork,PL,54.5392,17.7501,39.99,87,75,9.22,broken clouds
583,Merauke,ID,-8.4667,140.3333,81.19,80,39,6.62,scattered clouds
584,Ayr,GB,55.4627,-4.6339,48.2,87,40,24.16,scattered clouds
585,Archidona,ES,37.0965,-4.3887,61.0,87,52,5.35,broken clouds
586,Khani,GE,41.9563,42.9566,41.0,93,90,4.61,overcast clouds
587,Taoudenni,ML,22.6783,-3.9836,79.9,9,6,12.41,clear sky
588,Carberry,CA,49.8689,-99.3602,37.4,30,20,23.02,few clouds
589,Shaunavon,CA,49.6501,-108.4181,48.2,34,66,13.8,broken clouds
590,Tomatlan,MX,19.9333,-105.25,84.4,33,90,9.48,overcast clouds
591,Huambo,AO,-12.7761,15.7392,61.84,89,100,3.15,overcast clouds
592,Vardenis,AM,40.1827,45.7311,23.58,90,100,3.4,light snow
593,Derzhavinsk,KZ,51.1,66.3167,27.95,98,99,4.61,light snow
594,Chkalovsk,RU,56.7647,43.2433,23.0,86,0,3.51,clear sky
595,Flin Flon,CA,54.7682,-101.865,28.4,37,20,12.66,few clouds
596,Makuyuni,TZ,-4.7333,38.1,72.03,81,100,1.54,overcast clouds
597,Ambilobe,MG,-13.2,49.05,72.0,97,100,3.02,light rain
598,Tabuk,PH,17.4189,121.4443,74.14,87,35,3.38,scattered clouds
599,Gobabis,NA,-22.45,18.9667,66.88,42,4,11.7,clear sky
600,Wanxian,CN,30.8039,108.3897,57.72,87,0,1.81,clear sky
601,Wuwei,CN,37.9281,102.6414,44.71,45,96,3.58,overcast clouds
602,Maraba,BR,-5.3686,-49.1178,77.0,94,0,3.44,clear sky
603,Port Hardy,CA,50.6996,-127.4199,48.2,76,90,13.8,moderate rain
604,Vangaindrano,MG,-23.35,47.6,72.84,95,7,4.25,clear sky
605,Bubaque,GW,11.2833,-15.8333,76.28,72,96,14.9,overcast clouds
606,Jian,CN,27.1172,114.9793,66.18,89,70,3.44,broken clouds
607,Kahului,US,20.8947,-156.47,82.4,57,40,25.32,scattered clouds
608,Rincon,US,32.296,-81.2354,81.0,61,75,9.22,broken clouds
609,Evanston,US,42.0411,-87.6901,63.0,63,75,18.41,broken clouds
610,Honjo,JP,36.2333,139.1833,50.0,64,100,5.01,overcast clouds
611,Anzhero-Sudzhensk,RU,56.081,86.0285,30.2,69,75,6.71,light snow
612,Phan Thiet,VN,10.9333,108.1,73.09,88,30,6.93,scattered clouds
613,Chihuahua,MX,28.5,-106.0,73.99,11,1,17.27,clear sky
614,Bahir Dar,ET,11.5936,37.3908,73.36,30,61,12.82,broken clouds
615,Amilly,FR,47.9728,2.7719,44.01,69,19,6.69,few clouds
616,Pokhara,NP,28.2333,83.9833,63.72,19,6,7.02,clear sky
617,Tanout,NE,14.9709,8.8879,66.74,18,2,13.65,clear sky
618,Sarh,TD,9.1429,18.3923,86.0,48,0,6.91,light rain
619,Carnduff,CA,49.1667,-101.8009,39.99,43,90,10.0,overcast clouds
620,Garissa,KE,-0.4536,39.6401,81.97,59,99,11.97,overcast clouds
621,Tooele,US,40.5308,-112.2983,51.8,50,1,10.36,clear sky
622,Denpasar,ID,-8.65,115.2167,80.6,89,20,2.3,few clouds
623,Zhigansk,RU,66.7697,123.3711,6.94,96,94,4.36,overcast clouds
624,Tessalit,ML,20.1986,1.0114,70.56,9,0,16.11,clear sky
625,Binzhou,CN,37.3667,118.0167,52.57,83,69,4.25,broken clouds
626,Cayenne,GF,4.9333,-52.3333,80.01,89,90,2.3,overcast clouds
627,Asau,RO,46.4333,26.4,39.99,49,22,5.73,light rain
628,Preobrazheniye,RU,42.9019,133.9064,40.26,86,100,8.81,light rain
629,Comodoro Rivadavia,AR,-45.8667,-67.5,73.4,38,0,10.36,clear sky
630,Port Lincoln,AU,-34.7333,135.8667,62.08,68,21,3.11,few clouds
631,Taltal,CL,-25.4,-70.4833,65.14,74,59,3.87,broken clouds
632,Tanete,ID,-3.9443,119.7848,75.52,94,100,2.35,overcast clouds
633,Bafra,TR,41.5678,35.9069,46.0,93,20,3.44,few clouds
634,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.58,85,0,10.0,clear sky
635,Colesberg,ZA,-30.72,25.0972,52.52,74,0,19.01,clear sky
636,Santiago Del Estero,AR,-27.7951,-64.2615,66.76,42,0,6.42,clear sky
637,Billings,US,45.7833,-108.5007,57.99,28,75,10.36,broken clouds
638,Gwadar,PK,25.1216,62.3254,76.73,79,84,8.99,broken clouds
639,Bataipora,BR,-22.2953,-53.2711,79.03,61,97,5.01,overcast clouds
640,Homer,US,59.6425,-151.5483,33.8,37,40,13.8,scattered clouds
641,Te Anau,NZ,-45.4167,167.7167,58.06,96,100,1.5,overcast clouds
642,Solenzo,BF,12.1833,-4.0833,90.09,13,2,12.28,clear sky
643,Whitehorse,CA,60.7161,-135.0538,30.2,64,90,11.5,light snow
644,Gazanjyk,TM,39.2446,55.5154,51.53,64,100,18.05,overcast clouds
645,Hobyo,SO,5.3505,48.5268,79.92,79,16,14.36,few clouds
646,Rawson,AR,-43.3002,-65.1023,67.62,33,90,20.31,overcast clouds
647,Kalmar,SE,56.6616,16.3616,41.0,87,75,13.8,broken clouds
648,Acolla,PE,-11.7319,-75.5463,51.96,72,74,7.0,broken clouds
649,Meulaboh,ID,4.1363,96.1285,75.88,90,82,6.08,broken clouds
650,High Level,CA,58.5169,-117.136,35.6,44,90,10.36,overcast clouds
651,Labuhan,ID,-6.8844,112.2051,78.04,87,9,4.43,clear sky
652,Bella Union,UY,-30.2752,-57.6007,64.78,80,90,8.75,overcast clouds
653,Praia Da Vitoria,PT,38.7333,-27.0667,60.01,88,75,4.14,broken clouds
654,Kapoeta,SS,4.7717,33.5903,81.32,42,100,5.28,overcast clouds
655,Arroio Grande,BR,-32.2375,-53.0869,69.75,89,100,4.68,light rain
656,Porto Walter,BR,-8.2686,-72.7439,75.22,96,98,0.87,overcast clouds
657,Berbera,SO,10.4396,45.0143,76.37,76,5,0.89,clear sky
658,Tretten,NO,61.3142,10.3007,28.99,91,8,4.47,clear sky
659,Miles City,US,46.4083,-105.8406,51.8,30,90,13.8,overcast clouds
660,Ilhabela,BR,-23.7781,-45.3581,78.3,87,7,5.7,clear sky
661,Vila Velha,BR,-20.3297,-40.2925,78.8,83,0,6.91,clear sky
662,Veere,NL,51.5483,3.6667,45.0,86,97,4.0,overcast clouds
663,Tondano,ID,1.3038,124.9112,77.0,100,40,2.3,moderate rain
664,Leshukonskoye,RU,64.8989,45.7622,19.04,96,21,4.83,few clouds
665,Matagami,CA,49.7502,-77.6328,39.2,30,1,4.61,clear sky
666,Kitgum,UG,3.2783,32.8867,69.53,73,100,2.33,overcast clouds
667,Oktyabrskiy,RU,54.4815,53.471,28.96,93,100,9.8,overcast clouds
668,Zhanakorgan,KZ,43.9098,67.2495,47.61,58,40,8.41,scattered clouds
669,Bose,IT,45.4612,8.0137,54.0,79,64,5.3,broken clouds
670,Carutapera,BR,-1.195,-46.02,74.28,93,73,7.4,broken clouds
671,Beyneu,KZ,45.3167,55.2,36.59,95,83,12.33,broken clouds
672,Jacobina,BR,-11.1806,-40.5183,75.18,43,91,3.96,overcast clouds
673,Orapa,BW,-21.2833,25.3667,76.98,33,83,4.94,broken clouds
674,Tithorea,GR,38.5846,22.6675,45.0,67,33,3.0,scattered clouds
675,Vieques,PR,18.425,-65.8329,78.8,73,40,12.66,scattered clouds
676,Dondo,MZ,-19.6094,34.7431,78.8,94,20,4.61,light rain
677,Sesheke,ZM,-17.4759,24.2968,65.52,92,84,3.06,broken clouds
678,Abu Kamal,SY,34.4506,40.9171,50.02,30,0,9.46,clear sky
679,Evensk,RU,61.95,159.2333,4.62,78,7,7.14,clear sky
680,Dori,BF,14.0354,-0.0345,79.79,10,7,11.03,clear sky
681,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.46,95,46,0.96,scattered clouds
682,Moron,AR,-34.6534,-58.6198,68.0,84,93,1.99,overcast clouds
683,Obodivka,UA,48.4051,29.2477,41.18,68,7,3.53,clear sky
684,Crossfield,CA,51.4334,-114.0353,53.6,28,75,16.11,broken clouds
685,Weihe,CN,32.9952,105.3247,50.43,93,90,3.02,overcast clouds
686,Kiama,AU,-34.6833,150.8667,70.0,72,16,3.0,few clouds
687,Imbituba,BR,-28.24,-48.6703,75.2,94,75,1.14,broken clouds
688,Buraydah,SA,26.326,43.975,60.8,48,0,11.5,clear sky
689,Atar,MR,20.5169,-13.0499,79.45,19,1,5.26,clear sky
690,Udachnyy,RU,66.4167,112.4,-10.21,100,97,3.33,overcast clouds
691,Qurayyat,SA,31.3318,37.3428,42.8,70,0,13.8,clear sky
692,Belmonte,BR,-15.8631,-38.8828,78.8,73,0,6.91,clear sky
693,Sooke,CA,48.3746,-123.7276,51.01,81,97,14.97,overcast clouds
694,Buriti Alegre,BR,-18.14,-49.0403,71.15,57,46,4.03,scattered clouds
695,Wildeshausen,DE,52.9,8.4333,37.99,87,0,6.91,clear sky
696,Colares,PT,38.7992,-9.4469,63.0,58,0,5.75,clear sky
697,Severnyy-Kospashskiy,RU,59.0925,57.8008,7.0,46,60,3.33,broken clouds
698,Mount Hagen,PG,-5.8581,144.2274,65.44,87,100,3.24,overcast clouds
699,Hanahan,US,32.9185,-80.022,79.0,73,75,13.8,broken clouds
700,Playa Del Carmen,MX,20.6274,-87.0799,82.4,69,40,11.5,scattered clouds
701,Pont-Rouge,CA,46.7566,-71.6978,30.99,64,75,3.44,broken clouds
702,Caruray,PH,10.3094,119.0128,78.8,83,75,6.91,broken clouds
